TradingDay,hc,rb,i,j,jm,au,ag,v,ru,l,pp,bu,TA,FG,MA,y,p,m,a,c,cs,jd,RM,CF,SR,OI
20180321,-0.0,1753.4247891480175,-1736.3245598539813,-1750.3246495110268,-466.1103637815281,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-717.3602070669955,-0.0,-0.0,937.7144634336114,431.2091156479879,-0.0,0.0,411.0164225584025,-161.25813198007836,0.0,-0.0,-1460.7459261731012
20180322,-321.28514056225436,-110.10397976790193,-1518.46675795347,-769.8375906737003,1241.753977493205,866.678959985257,0.0,0.0,0.0,-0.0,0.0,502.5125628140738,0.0,-0.0,2947.5292909786585,0.0,0.0,468.8572317167924,0.0,-0.0,-0.0,-1483.4610270294875,-565.1998385143323,0.0,0.0,670.5272782688148
20180323,5649.263721552883,13819.790994950863,12480.004815048858,11475.242789976863,3567.228537828295,2203.290811261274,271.59152634438453,-0.0,-0.0,-0.0,-0.0,-1145.7286432160881,-0.0,-0.0,-7006.631835622278,-0.0,-0.0,1536.9194787838208,2368.775235531618,0.0,0.0,-1657.0725297140327,0.0,-0.0,-0.0,-0.0
20180326,650.4524886877787,343.8860451800735,-664.4005512172548,1940.6355356168003,-1058.4084672677386,-254.55302802400058,-433.9579448024961,0.0,2521.008403361347,-0.0,-0.0,4298.029556650252,0.0,0.0,-1589.519058155571,0.0,-0.0,0.0,428.16576242143213,0.0,0.0,619.1037735849138,0.0,0.0,-0.0,-0.0
20180327,-4199.221894630554,-2761.357992097626,-2281.8093068662533,-814.0213249806546,0.0,-253.3249907750126,325.02708559047056,0.0,-2777.6083210053375,0.0,0.0,-142.16256850477814,-0.0,-0.0,-1033.6087733833251,-0.0,-0.0,-1067.961165048534,-797.2371484969041,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
20180328,450.7531903287168,998.1755120086373,2491.5861191487547,7021.392702386778,-0.0,-1159.5257855704685,-1082.2510822510778,-0.0,1830.176202977775,-0.0,-0.0,-703.4823241096283,-0.0,-0.0,148.6446327190521,-0.0,0.0,-420.71197411003436,-744.7828550372702,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20180329,-2902.599207828284,-4782.638216971353,-1133.1884906571331,-221.21752807221574,0.0,-2290.928478601321,-1461.0389610389595,0.0,-434.69716695734337,0.0,0.0,1409.9444570347232,-0.0,0.0,595.9032483939968,-0.0,-0.0,-0.0,373.8330817820826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-989.4867037724215
20180330,-2654.372729812787,-6276.838111263387,-1137.0188516303513,-4894.516317072112,0.0,366.8164609870741,0.0,0.0,-2878.956531666532,54.22993492408365,0.0,2392.710834304,0.0,0.0,1858.7401694065616,0.0,0.0,0.0,0.0,0.0,0.0,-2991.5861639139935,0.0,0.0,0.0,927.6437847866532
20180402,-0.0,2815.027599303108,-1356.7095383812991,-2888.9093937311386,-0.0,73.78712414682884,0.0,0.0,1124.868045729165,759.2190889370943,0.0,-2927.952226689951,0.0,-0.0,-2586.4213255834293,0.0,0.0,158.32805573148218,961.2817089452928,0.0,-0.0,-1719.747174762351,621.8422075398381,-0.0,0.0,0.0
20180403,-0.0,-294.8982601002643,1745.012499387257,-2670.433755779531,0.0,0.0,0.0,-461.89376443418803,2498.404251371241,-0.0,-0.0,-3630.212490971986,0.0,71.89072609633018,-956.2339095255526,-0.0,-0.0,-126.56233199857587,1278.6434707699423,-0.0,-0.0,361.561118290343,-852.3909865905465,-0.0,-0.0,-0.0
20180404,-0.0,-0.0,7642.067124332586,-1774.0320427236352,1088.2238631947175,-0.0,-0.0,767.4542547521639,1564.9393717793796,-0.0,0.0,-567.8269034694304,-0.0,719.1658606975082,0.0,0.0,0.0,3921.5690196767737,3201.9415490050433,0.0,0.0,-609.516976100246,1738.1228273464562,-0.0,0.0,0.0
20180409,0.0,-2712.4773960217085,-2460.4162915841657,1276.1112222331342,-738.437621453571,-0.0,-0.0,4760.09431181846,-1932.3973392214716,0.0,0.0,-2725.974047360269,-0.0,371.23803192913374,0.0,0.0,0.0,6516.905392601383,4290.360794034492,-0.0,-0.0,-4974.630825756245,3393.061380099137,0.0,0.0,0.0
20180410,0.0,-331.52501506931026,-3172.927773839952,-1629.9908526251916,0.0,0.0,0.0,-1060.3505632413319,-2281.755658757127,0.0,0.0,2442.528735632177,0.0,-448.7658937920765,-0.0,-435.0736278447075,-0.0,-4642.3917512774615,-2055.880958547962,-0.0,-0.0,1552.1734313328798,-1949.9334793077312,0.0,0.0,0.0
20180411,-0.0,-0.0,1564.3415033658969,4773.34881101273,-0.0,0.0,0.0,-1801.1381300604455,1736.9203037913753,-0.0,-0.0,142.1464108031282,0.0,-1194.0358355549834,0.0,-836.6800535475361,-0.0,-243.26749892774913,-897.6671398167827,0.0,0.0,-1539.0571641177003,0.0,0.0,-0.0,-0.0
20180412,-891.060649611969,0.0,-1112.9829429325375,1585.060209154009,-0.0,0.0,0.0,1814.0962684533638,-0.0,-0.0,-77.39082365948421,852.8784648187693,0.0,-890.8764528963541,0.0,-0.0,-0.0,-1662.050491298927,-401.91112221639753,-0.0,-0.0,-149.51407924246013,-1712.583767684302,-0.0,-0.0,-0.0
20180413,-1121.0117849956803,0.0,-1559.9006828057138,-3163.698113038995,-711.42730102267,-0.0,-0.0,-1511.746890377797,-435.54006968643813,-0.0,-663.606801868808,-0.0,-0.0,-1920.2457635300511,0.0,0.0,0.0,556.6820399910313,806.4524324154061,0.0,0.0,0.0,897.3805848268222,0.0,0.0,0.0
20180416,-0.0,-0.0,6640.940830576998,1489.8503911323025,5405.4733180407875,0.0,0.0,-1359.5360052848116,6438.989562180976,-0.0,-1462.9321157127351,-0.0,0.0,2787.008697803744,-0.0,-0.0,-0.0,-1674.6815063025497,-3071.512963404338,-0.0,-0.0,-0.0,-1124.0221659922595,-0.0,-0.0,-0.0
20180417,0.0,0.0,-224.27866876026584,-4679.094325566367,-4386.585898406662,0.0,0.0,1217.2071138787808,795.2654075354615,0.0,-33.30373001776364,0.0,0.0,291.97080291971497,0.0,0.0,-0.0,3918.588742054807,1063.4891733482468,-0.0,0.0,441.8262150220858,2774.1550137025156,-0.0,821.7677136596087,0.0
20180418,2170.8083404741437,1832.1513002364034,-4558.406038394519,-3665.521191294384,-2041.7422867513674,-0.0,0.0,608.8336480209643,-1799.7824065094892,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-240.67388688327748,-2288.7590355568364,-995.1518244450073,-0.0,0.0,-1104.565537555235,-2464.1832612677695,-0.0,-36.67432006747016,123.53304508956188
20180419,2430.3451939168194,4099.898604473773,-5922.5512528473855,2296.0561858454953,0.0,0.0,0.0,1441.5781487101592,-10592.672995581697,0.0,0.0,0.0,0.0,0.0,-257.6370997423583,0.0,-721.1548879479459,-428.79019908116214,-0.0,57.53739930956384,-0.0,-0.0,-522.3104082948246,-260.5863192182458,-1583.3563606514588,-957.3810994441087
20180420,-1834.1630150887304,-3562.5549267522547,-0.0,-5715.785057271064,-0.0,-0.0,-0.0,-0.0,2010.7238605898124,-0.0,-0.0,-0.0,-0.0,-0.0,-4938.27982078128,-0.0,239.66524408807018,0.0,0.0,-575.5396160066063,0.0,174.4330924495438,526.2177872264326,390.3715132928178,-916.8566452142171,0.0
20180423,5161.7566195916115,5165.401542654226,0.0,9805.147185451395,0.0,474.7124338141358,-0.0,1282.0512820512884,0.0,0.0,0.0,-0.0,0.0,0.0,1439.1143911439167,0.0,-239.37770392230323,-0.0,-0.0,114.97580517764266,749.0636704119802,-946.9225018689281,-826.9136656415493,-649.7725795971404,765.3798256538012,0.0
20180424,-275.2618150083111,1029.0355932402667,-0.0,742.8474152776006,0.0,255.61438743837007,-0.0,904.977375565604,-0.0,0.0,0.0,-70.72135785007121,0.0,0.0,0.0,-0.0,1436.2662235337937,-0.0,-0.0,344.53060548887214,-0.0,-2077.1513353115743,-601.8457205791988,-0.0,1129.4330418623135,-0.0
20180425,108.76959479445705,619.19901949727,-0.0,-723.5165790191759,-0.0,-0.0,-0.0,-73.80073800738265,0.0,0.0,0.0,4524.5675501422,-0.0,-0.0,-1506.2454077883888,-69.42034015966284,-400.1652543187088,0.0,0.0,57.43825387709474,-377.3584905660439,-173.09594460930248,640.7840180927058,-0.0,-1866.9501412280683,0.0
20180426,-326.4418087060938,-840.9270162565836,-0.0,-1602.0724249710497,0.0,0.0,-0.0,1033.5918721077887,-0.0,-0.0,-0.0,-1286.8016219158012,-0.0,0.0,-1332.6697436254508,1040.9439143608547,240.72240867277156,-0.0,-0.0,575.705238917673,141.509433962275,0.0,-0.0,0.0,255.78339033210017,-0.0
20180427,1469.7886773168957,1963.267696783391,-0.0,-2235.253950951622,-0.0,-0.0,-0.0,1620.6369241488933,-0.0,0.0,0.0,-0.0,0.0,-0.0,1347.3206748425023,69.55359436430449,-320.83428494229065,-0.0,549.882168106837,-461.89761380680784,0.0,0.0,-0.0,-0.0,1000.1818512456807,463.535228677385
20180502,5591.064338782053,7495.634741652256,0.0,9867.785607276517,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.2787150590177,-836.9660237035725,240.57754043709537,0.0,-1102.8047589441226,-289.51939779964493,0.0,0.0,0.0,0.0,625.344859297405,-681.434682547216
20180503,-3414.432654069419,-2951.808852902499,0.0,-515.3676925509661,-0.0,0.0,0.0,655.9766763848439,0.0,0.0,0.0,0.0,-177.61989342806862,0.0,-149.1980604252139,-696.139478922762,240.5292511339486,61.99628022319164,-1207.8337836054511,0.0,0.0,-0.0,0.0,0.0,-184.50366013391852,-683.0176963675821
20180504,0.0,-486.5123935379541,-1054.8523206750883,956.6983941378434,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-142.0959147424521,-0.0,2109.548482605473,416.0900162562394,1204.0943557623953,557.9665220086754,626.5557060855799,0.0,-0.0,-0.0,-0.0,0.0,-73.99872085090557,338.0454824831029
20180507,428.15092320042686,-381.62794236711954,-316.4556962025399,3269.225247782442,2628.336755646826,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,293.0185552484301,-1386.002883664008,-1208.4702446148185,-0.0,-834.2043349376094,-0.0,-0.0,0.0,-0.0,0.0,-517.6557766135325,-1169.7740165997102
20180508,-588.0787263224468,-1092.7478915234606,0.0,-348.41149156583555,-243.25130462864604,72.68762493185848,0.0,-214.59227467810086,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-36.24501631026077,416.2330905306943,-121.21212121212339,2153.9436173582503,3126.642036960848,0.0,0.0,-0.0,2439.954250857791,-0.0,258.4460656819212,-30.83564600677994
20180509,-3102.0256968226954,-3619.440428933967,-0.0,-3607.167613911757,-3123.1242496998543,127.20334363073171,-0.0,-1288.938114356924,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-1002.8078620136343,-1088.825820169928,262.0707046982388,0.0,0.0,-0.0,-154.40409984302167,-0.0,73.7939612157377,0.0
20180510,2159.3765608853787,2441.9361447926995,0.0,1347.5852751439168,2019.1035816035585,-72.83321194463808,0.0,-430.1075268817172,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1002.8078620136475,-581.1181774766582,-475.75017467856213,0.0,0.0,0.0,-937.5001430511657,0.0,110.7828693601813,0.0
20180511,2759.8210719519107,3339.9526615392897,5319.148936170208,6776.335788140841,3158.6150441912,-291.22683145842365,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,2636.2376346097562,1637.8308707821966,0.0,0.0,-0.0,3506.0573313141504,-0.0,-849.7275982581145,0.0
20180514,106.91395990846159,-438.9872131425101,2310.109139014457,1722.2802061567909,0.0,36.36365559730111,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-888.2309400444092,-0.0,-0.0,-0.0,2843.8798560076693,264.9402208665814,0.0,0.0,-0.0,2195.8187999035745,0.0,-923.8728750923826,-0.0
